"","status_id","user_id","created_at","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favourites_count","retweet_count","country_code","place_full_name","place_type","followers_count","friends_count","account_lang","account_created_at","verified","lang"
"11",1237891053698547712,153825949,"2020-03-12T00:00:00Z","ministeriosalud","¿Cuáles son sus síntomas? ¿Cuáles son las medidas de prevención?

Estas y otras preguntas frecuentes sobre el Nuevo #Coronavirus #COVID19 las puedes encontrar en nuestro sitio web.

Revísalas aquí: https://t.co/3zBRXaAyYk https://t.co/4eUai7jHOn","Twitter for Advertisers",NA,NA,"",FALSE,FALSE,19360,27,"","","",260049,2494,NA,"2010-06-09T16:38:56Z",TRUE,"es"
"12",1237891053686075392,38489678,"2020-03-12T00:00:00Z","JAMA_current","This JAMA Insights article reviews care for the most severely ill patients with #coronavirus disease 2019 (#COVID19), including standards of management of #ARDS, preventing #SARSCoV2 spread in health care settings, and surge preparation https://t.co/wh8M3aDplb","Sprinklr",NA,NA,"",FALSE,FALSE,1249,135,"","","",335352,805,NA,"2009-05-07T18:45:39Z",TRUE,"en"
"13",1237891053627162624,824565311437410304,"2020-03-12T00:00:00Z","ViralTabNews","He beat the #coronavirus at age of101 
https://t.co/GqPeAHGwUo
#Covid19","TweetDeck",NA,NA,"",FALSE,FALSE,19,0,"","","",86,529,NA,"2017-01-26T10:31:04Z",FALSE,"en"
"14",1237891053593587712,20178548,"2020-03-12T00:00:00Z","DentonRC",".@UNTnews professors were told Wednesday to consider ways to bring their courses online.

Spokespeople for other area schools said Wednesday that they're closely watching the spread of #COVID19 but had not made a decision to suspend classes. 

https://t.co/kqyGgsBU2l","Twitter Web App",NA,NA,"",FALSE,FALSE,564,5,"","","",13391,530,NA,"2009-02-05T19:37:33Z",TRUE,"en"
"15",1237891053476139008,65707334,"2020-03-12T00:00:00Z","Almadinanews","تصفّح عدد #صحيفة_المدينة ليوم 2020/03/12

https://t.co/vq2WzAjZ1k

#السعودية #كورونا #الرياض
 #COVID19 https://t.co/7PwbuRk4ke","TweetDeck",NA,NA,"",FALSE,FALSE,24,5,"","","",788096,1,NA,"2009-08-14T19:00:36Z",TRUE,"ar"
"16",1237891053182738432,20096514,"2020-03-12T00:00:00Z","ChiTribEnt","Today in the entertainment industry, late-night TV will drop live audiences, and the E3 gaming convention was canceled due to the #COVID19 outbreak. More updates:  https://t.co/I9X4r1e4IX","TweetDeck",NA,NA,"",FALSE,FALSE,22,0,"","","",5212,213,NA,"2009-02-04T21:33:26Z",FALSE,"en"
"17",1237891052947767296,141668931,"2020-03-12T00:00:00Z","RicardoAlemanMx","Este miércoles, la OMS declaró que el brote de coronavirus  #COVID19 ya es una #pandemia global
▶ https://t.co/WvZ4k1HsnT https://t.co/iRUAtt5h4W","TweetDeck",NA,NA,"",FALSE,FALSE,4401,6,"","","",178307,760,NA,"2010-05-08T17:57:42Z",FALSE,"es"
"18",1237891052926668800,1237060412966928384,"2020-03-12T00:00:00Z","CPolUAndes","Es tu responsabilidad cuidar de ti y de quienes te rodean. Por eso, aquí te presentamos algunas recomendaciones que podrás tener en cuenta para prevenir la propagación del #coronavirus #COVID19. https://t.co/YJZEFvg2Hf","TweetDeck",NA,NA,"",FALSE,FALSE,9,0,"","","",378,53,NA,"2020-03-09T17:00:18Z",FALSE,"es"
"19",1237891052779884544,62567716,"2020-03-12T00:00:00Z","PartsTown","To help those in the foodservice and restaurant industry monitor, prevent and respond to a potential spread of #coronavirus, we’ve compiled a list of reliable resources available online. #PartsTownTips #COVID19 #blog #PartsTown","Twitter for Advertisers",NA,NA,"",FALSE,FALSE,1348,3,"","","",2478,4087,NA,"2009-08-03T17:24:13Z",FALSE,"en"
"20",1237891052754759680,14269008,"2020-03-12T00:00:00Z","TheTyee","Online disinformation is everywhere, but reliable sources are still out there if you know where to look. #COVID19 #coronavirus
https://t.co/uh89Ef2f7G","TweetDeck",NA,NA,"",FALSE,FALSE,16883,9,"","","",55828,1899,NA,"2008-03-31T19:58:22Z",TRUE,"en"
"21",1237891052561780736,1789269624,"2020-03-12T00:00:00Z","aelshipit","Learn the keys to Freight Management during #SupplyChain Disruption such as #COVID19 
https://t.co/MAdJHmi1dQ","Hootsuite Inc.",NA,NA,"",FALSE,FALSE,359,0,"","","",329,665,NA,"2013-09-08T00:08:28Z",FALSE,"en"
"22",1237891052557737984,2513348742,"2020-03-12T00:00:00Z","SoldeTlaxcala","Es oficial, cancelan E3 2020 en Los Ángeles por COVID-19

Continúa leyendo ➡ https://t.co/LYdEJJPaiq
#Finanzas #Coronavirus #E32020 #COVID19 https://t.co/5JjYfew5G9","TweetDeck",NA,NA,"",FALSE,FALSE,3108,0,"","","",12490,372,NA,"2014-05-21T18:46:17Z",FALSE,"es"
"23",1237891052159119360,883496679223287808,"2020-03-12T00:00:00Z","oddboz","No, but seriously, #WhereAreTheTestKits? #COVID19","Twitter for iPhone",NA,NA,"",FALSE,FALSE,33874,2,"","","",1956,3001,NA,"2017-07-08T01:23:17Z",FALSE,"en"
"24",1237891052071157760,110396781,"2020-03-12T00:00:00Z","ajplus","""It shouldn't take a pandemic to move us in the direction of actually having an accessible society.""

We spoke to disability activist @BeingCharisBlog on how to protect high-risk populations during #COVID19. https://t.co/4fXKVJXl0O","Twitter Media Studio",NA,NA,"",FALSE,FALSE,2324,178,"","","",1096024,357,NA,"2010-02-01T11:53:42Z",TRUE,"en"
"25",1237891051307896832,930170329,"2020-03-12T00:00:00Z","CityofMPK","Tonight: Wednesday, March 11, join us for our latest #coronavirus public mtg w local hospitals &amp; school districts. 6pm at Monterey Highlands Sch, 400 Casuda Cyn Dr. @MPKFIRENEWS @GarfieldMedCtr, @MontPhosp, @alhambrausd @gomusd. #COVID19 #MontereyPark #SGV https://t.co/eSPtXwa3nm https://t.co/2CfS3D2RRb","TweetDeck",NA,NA,"",FALSE,FALSE,44,1,"","","",1113,30,NA,"2012-11-06T17:26:04Z",FALSE,"en"
"26",1237891051265953792,950942636818432000,"2020-03-12T00:00:00Z","syinvesting","Evercore highlighted interesting #biotech stocks that have been ""disproportionately impacted"" in recent weeks

- Large cap: $NBIX $SRPT
- Mid cap: $GWPH $HRTX $BLUE $RCKT $MYOV
- Small cap: $AKRO $PRQR $SVRA $AGLE $ADMS $PTE
- #COVID19 plays: $REGN $TBIO","TweetDeck",NA,NA,"",FALSE,FALSE,2132,4,"","","",3358,256,NA,"2018-01-10T04:09:27Z",FALSE,"en"
"27",1237891051240730624,84398622,"2020-03-12T00:00:00Z","adn40","Este es el octavo caso confirmado de #COVID19 en México. 

https://t.co/QLsuXy2MuL","TweetDeck",NA,NA,"",FALSE,FALSE,10511,6,"","","",815828,207,NA,"2009-10-22T19:12:03Z",TRUE,"es"
"28",1237891051316273152,133184048,"2020-03-12T00:00:00Z","EcuadorTV","El pasado 29 de febrero de 2020 con la confirmación en el #Ecuador del primer caso de #Covid_19, se instauró una línea directa de atención ciudadana a través de la línea 171 y del portal https://t.co/VYW9XIiBuE 
► https://t.co/Sm9Xfkjc2i https://t.co/eNNywu4qIg","Twitter Media Studio",NA,NA,"",FALSE,FALSE,2295,13,"","","",527404,1166,NA,"2010-04-15T06:31:39Z",TRUE,"es"
"29",1237891054264713216,204406337,"2020-03-12T00:00:00Z","TelediarioEC","#TelediarioEC | Tedros Adhanom Ghebreyesus, director general de la OMS declaró como pandemia al #COVID_19.
► https://t.co/ezO6RO1kfK https://t.co/ciJESSEFH9","Twitter Media Studio",NA,NA,"",FALSE,FALSE,2658,7,"","","",436513,754,NA,"2010-10-18T16:35:41Z",FALSE,"ca"
"30",1237891052763115520,119881872,"2020-03-12T00:00:00Z","PrensaLatina_cu","En las norteñas regiones de #Lombardía, #EmiliaRomagna y #Véneto se concentran las principales afectaciones causadas hasta hoy por la epidemia del nuevo #coronavirus #Covid_19 https://t.co/O8R60E5gMU https://t.co/XJ7icvHHHh","TweetDeck",NA,NA,"",FALSE,FALSE,20180,3,"","","",109719,1821,NA,"2010-03-04T21:19:07Z",FALSE,"es"
"31",1237891053161594880,338579267,"2020-03-12T00:00:00Z","EslandesOficial","#LoDijo || Pdte. @NicolasMaduro: Estamos en coordinación con a #OMS para obtener las medicinas adecuadas y los test para diagnosticar el #Covid_19 

#EnDefensaDeLaPaz

@MinppalOficial @LealTelleria @luistanquista @VTVcanal8 @DrodriguezVen @ViceVenezuela https://t.co/xinU4tmZzJ","TweetDeck",NA,NA,"",FALSE,FALSE,19196,9,"","","",85931,12852,NA,"2011-07-19T19:54:39Z",FALSE,"es"
"32",1237891055799824384,1532641866,"2020-03-12T00:00:01Z","TylerEHand","#BREAKING 🚨 Share!!

New official reports indicate that 85 people have died so far in Chicago alone between January and March 8th due to #CoronavirusOutbreak but nobody is talking about it!

Something must be done!

Oh, wait, that should say #homicide, not #COVID19 
#Corona","Twitter Web App",NA,NA,"",FALSE,FALSE,360,0,"","","",53,56,NA,"2013-06-20T03:14:20Z",FALSE,"en"
"33",1237891057011982336,2314868321,"2020-03-12T00:00:01Z","ghoeberx","Finally, one more chart based on the same data / WHO-report. The total amount of confirmed #COVID19 cases in #Scandinavia: Denmark, Sweden, Norway and I also included Finland.

Note how fast Denmark's cases increase!

#covid19denmark #COVID19norway #COVID19SWEDEN #covid19finland https://t.co/z1vNeZmhnx","Twitter Web App",1237884670903123968,2314868321,"ghoeberx",FALSE,FALSE,1869,1,"","","",3020,55,NA,"2014-01-30T20:17:02Z",FALSE,"en"
"34",1237891054797352960,16534053,"2020-03-12T00:00:01Z","PaulGlader","With 200 colleges / universities moving to online classes and k-12 districts thinking about it, will we see a mass expansion of online teaching long term as more faculty and institutions become proficient and comfortable with it? #edu #education #highereducation #COVID19 #COVID","Twitter for iPhone",NA,NA,"",FALSE,FALSE,4537,1,"US","Montclair, NJ","city",3880,2277,NA,"2008-09-30T20:25:00Z",TRUE,"en"
"35",1237891056215060480,1207233859932188672,"2020-03-12T00:00:01Z","hiperformars","Has the outbreak of COVID-19 affected your business in any way? Please join the conversation &amp; share your comments and experiences down below.
#corona #coronavirus #covid19 #facemasks #sanitizers #Performars #WuhanSARS #SouthKorea #2020epidermic #followme #Daegu #selfQuarantine https://t.co/IbnB45u4mW","HubSpot",NA,NA,"",FALSE,FALSE,1,0,"","","",2,0,NA,"2019-12-18T09:39:24Z",FALSE,"en"
"36",1237891055502020608,3237535778,"2020-03-12T00:00:01Z","SarahKaiser557","Do you trust your employees to do their work even if you can’t see them? With coronavirus in mind @Gartner_HR expert Aaron McEwan offers #remotework success factors. Read on. #CHRO #GartnerHR  #COVID19 https://t.co/OWWiTIKapI","Bambu by Sprout Social",NA,NA,"",FALSE,FALSE,33233,0,"","","",323,1893,NA,"2015-06-06T04:35:28Z",FALSE,"en"
"37",1237891055199981568,38400130,"2020-03-12T00:00:01Z","ChannelNewsAsia","Get the latest on the #COVID19 situation worldwide and find out how it could affect you. Join our Telegram channel for breaking news alerts: https://t.co/jVe8uembyX https://t.co/WHOq3WEIjJ","TweetDeck",NA,NA,"",FALSE,FALSE,237,0,"","","",947300,167,NA,"2009-05-07T09:14:43Z",TRUE,"en"
"38",1237891054721880064,90422822,"2020-03-12T00:00:01Z","OHdeptofhealth","Think about alternatives to shaking hands. #COVID19 https://t.co/ecN0JXCF0a","TweetDeck",NA,NA,"",FALSE,FALSE,1079,21,"","","",15034,891,NA,"2009-11-16T16:07:08Z",TRUE,"en"
"39",1237891061021900800,6135622,"2020-03-12T00:00:02Z","dw_espanol","🔴 #ULTIMAHORA #ElSalvador 🇸🇻
se declara en cuarentena ante pandemia del #COVID19

El presidente @nayibbukele declaró al país más pequeño de América Latina en cuarentena durante 21 días para evitar la entrada y propagación del coronavirus (ama)

https://t.co/4aUElxvNrL","TweetDeck",NA,NA,"",FALSE,FALSE,2418,1973,"","","",566165,128,NA,"2007-05-18T11:40:24Z",TRUE,"es"
"40",1237891060879118336,2159178223,"2020-03-12T00:00:02Z","rrahnadd","Shocking X-ray images of Chinese man, 44, killed by coronavirus show what the disease does to victims' l... #Topbuzz #COVID19 https://t.co/wjbBMhx6iN","Twitter for Android",NA,NA,"",FALSE,FALSE,1919,0,"","","",41,144,NA,"2013-10-27T16:14:10Z",FALSE,"en"
"41",1237891060258373632,70721629,"2020-03-12T00:00:02Z","wandering_auth","Here’s what your business should do during the pandemic. I cover businesses that can offer virtual services/products, that need to work in-person, and brick-and-mortar. #marketing #coronavirus #marketingstrategy  #communicationsstrategy #covid19 #seattle
https://t.co/LSI4hfEEe5","Hootsuite Inc.",NA,NA,"",FALSE,FALSE,588,0,"","","",1678,3389,NA,"2009-09-01T16:33:44Z",FALSE,"en"
"42",1237891059906015232,1120890562003865600,"2020-03-12T00:00:02Z","OneITServices","Watch Out! New #scams are exploiting fears around the #coronavirus. #Cybercriminals are using emails, false websites, and phone calls to #scam people with fake cures, fear-based campaigns, and other tactics #COVID19 
https://t.co/yPxcK6HBAj https://t.co/iVV4a9Zfht","Twitter Web App",NA,NA,"",FALSE,FALSE,236,0,"","","",15,100,NA,"2019-04-24T03:21:49Z",FALSE,"en"
"43",1237891058911985664,1020852203819491328,"2020-03-12T00:00:02Z","simobukurepoko","愛知で 感染者100人超 死者5人

政府は現状の要請続行で良いのかなぁ…
医療崩壊 大丈夫なの？
#COVID19","Twitter for iPhone",NA,NA,"",FALSE,FALSE,3455,1,"","","",105,99,NA,"2018-07-22T02:05:06Z",FALSE,"ja"
"44",1237891064968577024,1142633025882271744,"2020-03-12T00:00:03Z","CATHERINENEVER2","Aerial Footage of Drive-Thru 
Testing in Denver.
#pandemic #CoronavirusOutbreak ##COVID19 
https://t.co/qnSFyq1Y9W","Twitter for iPhone",NA,NA,"",FALSE,FALSE,26634,22,"","","",5850,5847,NA,"2019-06-23T03:18:37Z",FALSE,"en"
"45",1237891064960294912,999683160429363200,"2020-03-12T00:00:03Z","Coronavirus123C","Cameroon Coronavirus Stats

Confirmed: 2
Recovered: 0
Deaths: 0
Population: 26,545,863
Infected Rate: 8.0E-6%
Recovered Rate: 0%
Death Rate: 0%

🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲

#coronavirus #cameroon #covid19

https://t.co/UryzANGmty","Tweet Embed Cor",NA,NA,"",FALSE,FALSE,109,0,"","","",719,2250,NA,"2018-05-24T16:06:53Z",FALSE,"en"
"46",1237891065752866816,425853403,"2020-03-12T00:00:03Z","__cavin","#COVID19 
Mar. 12, 2020 08:00:01 AM GMT +08:00
Cases: 126,061, Deaths: 4,616, Recovered: 67,057
New Updates:
Canada: Cases: 7 Critical: 1","Cavin",NA,NA,"",FALSE,FALSE,5376,0,"","","",1547,125,NA,"2011-12-01T14:29:38Z",FALSE,"en"
"47",1237891065291714560,1223437712545349632,"2020-03-12T00:00:03Z","COVID19Tracker","⚠️ Coronavirus Update ⚠️

🕛 2020-03-12 00:00 UTC

☣️ 125,865 cases (+757)
🏥 54,247 active (+415)
💀 4,615 dead (+21)
✅ 67,003 recovered (+321)

🔁 Retweet for awareness

🔎 Location updates hopefully after finals are done

#coronavirus #COVID19 #2019nCoV https://t.co/nVe3s9gk1Y","COVID-19 Tracker",NA,NA,"",FALSE,FALSE,4,3,"","","",1153,16,NA,"2020-02-01T02:47:49Z",FALSE,"en"
"48",1237891068919570432,1015302302947782656,"2020-03-12T00:00:04Z","drlicorne1","#COVID19 #COVID2019 https://t.co/oyH6fzSh2O","Twitter for iPhone",NA,NA,"",TRUE,FALSE,112,1,"","","",59,164,NA,"2018-07-06T18:31:47Z",FALSE,"und"
"49",1237891075445903360,846210311631851520,"2020-03-12T00:00:05Z","mystylehfb","5 Pack Face Masks, 10 Replacement N95 Reusable Filter, Air Filtration Mask https://t.co/tXAxRognQ0   ad #coronavirus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #CoronaOutbreak #COVID19","Buffer",NA,NA,"",FALSE,FALSE,3720,0,"","","",5777,6334,NA,"2017-03-27T04:00:34Z",FALSE,"en"
"50",1237891074539974656,1236435947136462848,"2020-03-12T00:00:05Z","sonimacmonifoni","University of Copenhagen is closing down due to the covid-19 pandemic. Image the situation of Europe right now if the European nations had secured theirs borders back in January. The situation is quite different in Russia at the moment. #COVID19 #Coronavirus #whythetoiletpaper https://t.co/zUVFvoMD9c","Twitter for iPhone",NA,NA,"",FALSE,FALSE,11,1,"","","",2,22,NA,"2020-03-07T23:38:06Z",FALSE,"en"
"51",1237891073919184896,4190760652,"2020-03-12T00:00:05Z","AR15epublican","Reminder: Americans kill nearly 900,000 unborn babies every year.
Corona virus: Hold my beer. #COVID19  #AbortionIsMurder #Karma","Twitter for iPhone",NA,NA,"",FALSE,FALSE,7491,0,"","","",160,298,NA,"2015-11-15T02:15:48Z",FALSE,"en"
"52",1237891073726271488,1708345782,"2020-03-12T00:00:05Z","carlosh_orozco","#Covid19
#CoronavirusEnAmerica
Argentina 21
Brazil 69
Canada 79
Chile 23
Ecuador 17
Estados Unidos 959
Guyana francesa 5
Martinica 2
Mexico 9
Peru 15
Republica Dominicana 5
Saint Bartholomew 3
Costa Rica 22
Colombia 9
Paraguay 2
Panamá 11
Jamaica 1
Honduras 2
Bolivia 2","Twitter for Android",NA,NA,"",FALSE,FALSE,15986,0,"","","",397,1078,NA,"2013-08-28T22:06:13Z",FALSE,"es"
"53",1237891073503944704,4809934462,"2020-03-12T00:00:05Z","RabidDemocrat","Fucking moron #WorstPresidentEver @realdonaldtrump #COVID2019 #COVID19 #contagionmovie https://t.co/uSZGTJ2mkl","Twitter for iPhone",NA,NA,"",TRUE,FALSE,17170,0,"US","Pennsylvania, USA","admin",166,1549,NA,"2016-01-15T02:25:34Z",FALSE,"en"
"54",1237891072358903808,870942499,"2020-03-12T00:00:05Z","NVUnionLawyer","This is a staggering number. Even at a death rate of .5% we are talking about 350k to 750k deaths. Desperate times... #COVID19 #COVID2019 #COVIDー19 #coronavirus    https://t.co/7DRQ3FW4qz","Twitter Web App",NA,NA,"",FALSE,FALSE,2021,1,"","","",731,663,NA,"2012-10-10T01:56:22Z",FALSE,"en"
"55",1237891072161755136,869578000064327680,"2020-03-12T00:00:05Z","LegalDiligence","@V2019N @MackayIM I find this chart enormously powerful, but I think what we need for the remaining unconvinced re #covid19 is actually the opposite.

We need personal interest stories that non-data-driven people can identify w emotionally.  1/N","Twitter Web App",1237878055919443968,1218324988966531072,"V2019N",FALSE,FALSE,2657,1,"","","",110,568,NA,"2017-05-30T15:35:26Z",FALSE,"en"
"56",1237891075970412544,961663463872499712,"2020-03-12T00:00:06Z","Jacktschwarz","Aye @realDonaldTrump can you please take this #CoronavirusOutbreak #pandemic #COVID19fr #coronavirus seriously please it’s getting bad bad","Twitter for iPhone",NA,NA,"",FALSE,FALSE,24105,1,"","","",29,934,NA,"2018-02-08T18:10:11Z",FALSE,"en"
"57",1237891079057190912,4913320595,"2020-03-12T00:00:06Z","Only_rock_radio","On https://t.co/pyHWGqnYGh Listen great artists: Tie Up The Sky by Circle Of Reason @circleofreason via @ambiconmusic Don't forget, click the link https://t.co/CnNg5LMNYQ The best way to fight #covid19 https://t.co/WXrY8jyzTm","tiorradio2 publisher",NA,NA,"",FALSE,FALSE,88266,0,"","","",29009,19011,NA,"2016-02-15T12:09:37Z",FALSE,"en"
"58",1237891078105284608,3063319578,"2020-03-12T00:00:06Z","karenajin","Small gadget to fight #coronavirus #COVID19 https://t.co/6dMSZ1nEl1","Twitter for iPhone",NA,NA,"",FALSE,FALSE,21,0,"","","",1,168,NA,"2015-03-05T17:57:35Z",FALSE,"en"
"59",1237891083738034176,179207575,"2020-03-12T00:00:07Z","victormtzlucio","El titular de la Secretaría de Salud del Estado, Manuel de la O Cavazos, ofrecerá a las 18:30 horas una rueda de prensa por el primero caso de #COVID19 en Nuevo León.

Sigue la transmisión EN VIVO a través de la redes sociales de @telediariomty","Twitter for Android",NA,NA,"",FALSE,FALSE,5039,26,"","","",16422,1365,NA,"2010-08-16T19:32:54Z",TRUE,"es"
"60",1237891087764619264,550933498,"2020-03-12T00:00:08Z","MarketPimp","$ALT -IMO with only approximately 250k s/s as of early this week (not including what was added to that number during the drop on 3/10) that the majority was institutional Shorts. Could be the after/pre hours action we are seeing are Shorts making a nice orderly exit? #COVID19","Twitter for iPhone",NA,NA,"",FALSE,FALSE,5672,0,"","","",85,123,NA,"2012-04-11T12:02:02Z",FALSE,"en"
"61",1237891086560845824,1230538211019108352,"2020-03-12T00:00:08Z","roast_spit","#coronavirusuk #COVID2019uk #COVID19 https://t.co/LqnDyhUyqZ","Twitter for iPhone",NA,NA,"",TRUE,FALSE,200,0,"","","",14,97,NA,"2020-02-20T17:02:39Z",FALSE,"und"
"62",1237891085281546240,4781782998,"2020-03-12T00:00:08Z","MarriedwithTeen","As a mom, I’ve caught throw up in my hands, licked my thumb &amp; wiped away a foreign substance, been peed/pooped on, had spit up fall in my mouth while bouncing them over my head, wiped away snot running in their mouths &amp; been handed boogers. Maybe I’m safe. #COVID19  #coronavirus","Twitter for iPhone",NA,NA,"",FALSE,FALSE,55,3,"","","",2502,2513,NA,"2016-01-19T07:11:09Z",FALSE,"en"
"63",1237891091665285120,747873196922265600,"2020-03-12T00:00:09Z","tweetaboutshit","have been kinda on leave from how i normally use this account because the future is more important than a dumb joke. my spring break got extended and the rest of my semester is online. we live in interesting times. keep fighting for healthcare. #coronavirus #COVID19","Twitter Web App",NA,NA,"",FALSE,FALSE,3321,0,"","","",24,371,NA,"2016-06-28T19:23:59Z",FALSE,"en"
"64",1237891089333227520,982130712,"2020-03-12T00:00:09Z","HagenMaggie","#virtualschool and #onlinelearning due to #COVID19 means a lot of time looking at screens. I have enjoyed listening to #audiobooks to take a break. Here are a few I have enjoyed! #bookstagram #soraapp @overdrive_libs @ISBangkok https://t.co/XaS1qepcnx","Twitter for iPhone",NA,NA,"",FALSE,FALSE,4130,0,"","","",213,476,NA,"2012-12-01T08:52:53Z",FALSE,"en"
"65",1237891089316499456,17398372,"2020-03-12T00:00:09Z","djwendo","My office has proactively adopted a ""WFH whenever you can"" policy in the face of #COVID19. As much as I thought WFH was ""living the dream"", it's not. This helped, thanks @brbarrett. 🙌 

https://t.co/2V4BCMuLm3","Twitter Web App",NA,NA,"",FALSE,FALSE,516,0,"","","",794,732,NA,"2008-11-14T23:33:07Z",FALSE,"en"
"66",1237891094219612160,723888162,"2020-03-12T00:00:10Z","MNQADIR","CM Sindh has been trying to speak to you @ImranKhanPTI for last 1 week for #COVID19 https://t.co/1l3Acw1Pqx","Twitter Web App",NA,NA,"",TRUE,FALSE,6276,2,"","","",84,146,NA,"2012-07-29T12:05:01Z",FALSE,"en"
"67",1237891095473741824,34423941,"2020-03-12T00:00:10Z","culturejedi","Based on this article, someone like me suffering with #COVID19 in Italy may be left to die. This is why prevention, testing and containment are critical right now. This is also why we cannot allow Trump to remain in office, lives are on the line. https://t.co/U3MTpoyJTv","Twitter for iPhone",NA,NA,"",FALSE,FALSE,9760,4,"","","",14113,2640,NA,"2009-04-22T22:29:31Z",TRUE,"en"
"68",1237891095687606272,234267351,"2020-03-12T00:00:10Z","StephanieFuerte","This is a photo of Rugani with Ronaldo and the rest of the Juventus players taken 3 days ago... #COVID19 https://t.co/dyUgO5yHPk","Twitter for iPhone",1237871407297482752,234267351,"StephanieFuerte",FALSE,FALSE,30418,0,"","","",1201,842,NA,"2011-01-05T06:47:44Z",FALSE,"en"
